date,return,VaR_normal,VaR_t,exceed_normal,exceed_t
2024-09-30,0.0027081577524956,-0.02865634516333872,-0.05704149866991576,0,0
2024-10-01,-0.0140303764895604,-0.02865208889176717,-0.05703754902467291,0,0
2024-10-02,0.0014119546395905,-0.028698382892044075,-0.0570642107016395,0,0
2024-10-03,-0.0007472982752387,-0.02847076998508753,-0.056677853094197636,0,0
2024-10-04,0.0118279411784305,-0.028378381652174208,-0.05652841194275407,0,0
2024-10-07,-0.0107694439754721,-0.028333505355965866,-0.05641936251087136,0,0
2024-10-08,0.0148241024567274,-0.02827988882110095,-0.0562359060131997,0,0
2024-10-09,0.0078376774013477,-0.02828331587424372,-0.056271596698765546,0,0
2024-10-10,-0.0011362910012717,-0.028245359457150253,-0.05622724114674375,0,0
2024-10-11,0.0015620130541256,-0.027877283136469033,-0.05558003272743071,0,0
2024-10-14,0.008356469174962,-0.02783076857389736,-0.055511166894967975,0,0
2024-10-15,-0.0134569443492562,-0.027753865951431825,-0.055402971735743024,0,0
2024-10-16,0.0001221965770668,-0.027819516714788335,-0.05550634539158872,0,0
2024-10-17,0.0006923943737948,-0.027776540027668575,-0.05537891040071793,0,0
2024-10-18,0.0065332210121855,-0.02752717538791064,-0.05495113111938873,0,0
2024-10-21,0.0019194989459103,-0.0274015628730444,-0.054656934520632146,0,0
2024-10-22,0.001089406987595,-0.027405178795648227,-0.054652741039525075,0,0
2024-10-23,-0.0154425028448725,-0.02739130727187014,-0.0546346232778867,0,0
2024-10-24,0.0080760899448861,-0.02745631616749302,-0.054742006476311715,0,0
2024-10-25,0.0060750876885862,-0.027404524175211813,-0.054612396147343104,0,0
2024-10-28,0.0001614759062347,-0.027400770008590068,-0.054595878169867246,0,0
2024-10-29,0.0095626281860958,-0.027370991260059215,-0.05449939044865042,0,0
2024-10-30,-0.0075863370273481,-0.027216757124333593,-0.05425860643370526,0,0
2024-10-31,-0.0255668814474221,-0.027137464770139938,-0.054124212036153155,0,0
